id,lad_name,house_price,imd_score,income_score,employment_score,edu_score,health_score,crime_score,housing_barriers_score,living_envir_score,income_decile,employment_decile,edu_decile,health_decile,crime_decile,housing_barriers_decile,living_envir_decile
E07000152,East Northamptonshire,241374.6122,14.20232653,0.085530612,0.069979592,23.23995918,-0.445510204,-0.315510204,19.47577551,13.82269388,6.775510204,6.775510204,4.87755102,7.163265306,6.836734694,6.12244898,7.06122449
E07000153,Kettering,209472.0175,18.25896491,0.107578947,0.087350877,23.39342105,0.029754386,-0.062719298,19.57089474,14.69168421,5.98245614,5.947368421,4.824561404,5.421052632,5.771929825,6.087719298,6.894736842
E07000154,Northampton,210559.9167,23.23884211,0.122556391,0.093947368,26.46335338,0.350796992,0.441654135,24.13138346,18.34026316,5.593984962,5.729323308,4.443609023,4.195488722,3.92481203,4.488721805,6.120300752
E07000155,South Northamptonshire,302271.3235,7.683431373,0.049333333,0.043117647,10.83180392,-1.010196078,-0.747352941,20.14382353,12.66619608,8.549019608,8.607843137,7.254901961,9.058823529,8.215686275,5.843137255,7.333333333
E07000156,Wellingborough,208849.6809,21.90342553,0.128085106,0.100702128,29.94870213,0.16406383,0.208638298,21.22668085,13.28248936,5.468085106,5.170212766,4.042553191,4.85106383,4.680851064,5.446808511,7.085106383
E07000163,Craven,243895.1563,13.18478125,0.07059375,0.0655625,13.0643125,-0.497125,-1.07690625,18.39209375,33.2184375,7.40625,7.15625,6.84375,7.4375,8.96875,6.59375,3.25
E07000164,Hambleton,243860.9904,11.90623077,0.067923077,0.05975,14.82803846,-0.756769231,-1.210711538,23.27107692,21.17409615,7.673076923,7.538461538,6.596153846,8.115384615,9.076923077,5.5,5.730769231
E07000165,Harrogate,316123.4375,10.75636538,0.061836538,0.054798077,10.28225962,-0.606423077,-0.967509615,21.00592308,22.02928846,7.865384615,7.826923077,7.548076923,7.75,8.490384615,5.951923077,5.394230769
E07000166,Richmondshire,220576.6129,12.31241176,0.060823529,0.053264706,16.84432353,-0.680441176,-1.395852941,28.72261765,21.78917647,7.970588235,7.794117647,5.970588235,8.147058824,9.470588235,4.058823529,5.764705882
E07000167,Ryedale,247611.6333,15.70896667,0.082333333,0.062933333,18.05446667,-0.549666667,-1.349866667,27.17296667,34.7853,6.733333333,7.066666667,5.5,7.6,9.5,4.766666667,3.133333333
E07000168,Scarborough,170665.3169,26.12642254,0.14384507,0.12428169,29.03473239,0.503098592,-0.469788732,19.79530986,27.94574648,4.788732394,4.211267606,4.253521127,3.563380282,6.929577465,6.056338028,4.732394366
E07000169,Selby,219575.9,12.67568,0.07852,0.07044,18.62338,-0.49576,-0.85026,18.74978,14.46416,7.12,6.68,5.72,7.36,8.28,6.28,6.72
E07000170,Ashfield,141038.8514,26.50251351,0.152486486,0.133283784,35.91293243,0.558405405,0.162094595,16.33132432,11.26712162,4.337837838,3.662162162,3.189189189,3.445945946,4.864864865,6.905405405,7.621621622
E07000171,Bassetlaw,163034.9857,23.01558571,0.1244,0.115014286,28.13627143,0.446028571,0.011057143,19.90002857,14.79104286,5.371428571,4.442857143,4.385714286,3.814285714,5.514285714,6,6.928571429
E07000172,Broxtowe,197254.5775,14.45484507,0.097859155,0.085690141,16.66097183,-0.266098592,-0.238816901,10.77942254,16.45860563,6.338028169,5.873239437,6.070422535,6.521126761,6.464788732,8.549295775,6.281690141
E07000173,Gedling,195923.7013,14.96748052,0.102649351,0.09212987,18.46548052,-0.24112987,-0.381948052,14.47853247,12.64225974,6,5.38961039,5.74025974,6.415584416,7.077922078,7.545454545,7.181818182
E07000174,Mansfield,137725.1493,28.43104478,0.155925373,0.142656716,36.70102985,0.74880597,0.188940299,17.59576119,12.56674627,4.582089552,3.686567164,3.373134328,2.850746269,4.835820896,6.597014925,7.268656716
E07000175,Newark and Sherwood,205686.9286,19.02904286,0.107271429,0.0983,25.58268571,-0.0523,-0.299214286,20.30441429,16.27491429,6.085714286,5.314285714,4.985714286,5.6,6.7,6.1,6.428571429
E07000176,Rushcliffe,288329.5956,7.288176471,0.060514706,0.054426471,6.097397059,-1.093691176,-0.905529412,14.48242647,11.96930882,8.029411765,7.794117647,8.779411765,8.882352941,8.867647059,7.5,7.558823529
E07000177,Cherwell,313463.457,14.47422581,0.075021505,0.059204301,21.20465591,-0.376301075,-0.45027957,24.56124731,20.51292473,7.344086022,7.516129032,5.462365591,6.946236559,7.172043011,4.88172043,5.634408602
E07000178,Oxford,468601.6203,16.98675904,0.099144578,0.068554217,17.34761446,-0.226385542,-0.022060241,22.9463012,25.38426506,6.325301205,6.903614458,6.385542169,6.301204819,5.518072289,4.795180723,4.361445783
E07000179,South Oxfordshire,460067.5852,8.328674157,0.053865169,0.042595506,11.68055056,-1.218640449,-0.77505618,21.37637079,14.69713483,8.258426966,8.629213483,7.404494382,9.325842697,8.269662921,5.640449438,7
E07000180,Vale of White Horse,359963.6149,8.38275,0.057815789,0.048657895,11.93978947,-1.101197368,-1.066065789,21.80094737,11.772,8.118421053,8.144736842,7.236842105,9.131578947,8.881578947,5.342105263,7.513157895
E07000181,West Oxfordshire,366262.6923,8.769090909,0.059954545,0.04869697,13.59569697,-0.903136364,-1.0515,22.16998485,11.00101515,7.939393939,8.212121212,6.666666667,8.863636364,8.96969697,5.287878788,7.863636364
E07000187,Mendip,273632.4242,16.72507576,0.100818182,0.084530303,18.06654545,-0.201348485,-0.219530303,22.42634848,17.92121212,5.984848485,5.833333333,5.5,6.242424242,6.303030303,5.257575758,6.409090909
E07000188,Sedgemoor,236407.0357,21.45835714,0.117985714,0.099,25.57021429,-0.041057143,-0.095742857,20.698,28.80028571,5.614285714,5.328571429,4.814285714,5.642857143,5.942857143,5.842857143,4.128571429
E07000189,South Somerset,242447.9369,17.40191262,0.096184466,0.080213592,20.0378932,-0.215320388,-0.287699029,23.70065049,24.85724272,6.281553398,6.077669903,5.368932039,6.339805825,6.650485437,5.019417476,5.048543689
E07000192,Cannock Chase,174972.2881,20.88928333,0.130116667,0.10755,30.80458333,0.156783333,-0.153533333,15.236,15.2742,5.033333333,4.766666667,3.783333333,4.766666667,6.133333333,7.283333333,6.516666667
E07000193,East Staffordshire,196234.7917,18.52193056,0.099402778,0.082583333,21.81330556,0.022152778,-0.256166667,19.17630556,29.13930556,6.347222222,6.111111111,5.416666667,5.458333333,6.402777778,6.263888889,4.180555556
E07000194,Lichfield,267111.6379,12.66862069,0.084241379,0.073637931,15.85212069,-0.412965517,-0.58612069,18.99717241,12.13731034,6.862068966,6.465517241,6.24137931,7.017241379,7.827586207,6.293103448,7.25862069
E07000195,Newcastle-under-Lyme,164287.875,19.1869125,0.1096,0.1017875,23.64265,0.3468625,-0.1634375,12.998925,15.9352,5.8375,5,5.1,4.1375,6.125,7.9625,6.5125
E07000196,South Staffordshire,238649.3382,13.19861765,0.087044118,0.073161765,16.91989706,-0.461426471,-0.442426471,16.68119118,17.57245588,6.676470588,6.514705882,5.911764706,7.264705882,7.279411765,6.852941176,6.073529412
E07000197,Stafford,215789.8938,13.54235,0.0779625,0.0742625,13.9185875,-0.215725,-0.5894,21.0662625,14.807875,7.3,6.6375,6.7375,6.3375,7.5125,5.725,6.925
E07000198,Staffordshire Moorlands,188607.6271,15.2059661,0.085694915,0.081135593,18.58708475,-0.231355932,-0.579949153,19.36901695,20.41752542,6.898305085,6.084745763,5.593220339,6.440677966,7.694915254,6.322033898,5.796610169
E07000199,Tamworth,198907.7551,20.98133333,0.125411765,0.097215686,30.96227451,0.264529412,0.060843137,19.29094118,10.54652941,5.431372549,5.31372549,3.823529412,4.431372549,5.31372549,6,7.705882353
E07000200,Babergh,296869.213,14.44255556,0.082037037,0.066907407,18.51868519,-0.645537037,-0.342037037,27.28440741,18.34611111,6.814814815,6.87037037,5.685185185,7.87037037,6.87037037,4.018518519,6.037037037
E07000202,Ipswich,209416.3095,25.70414118,0.140352941,0.109517647,33.13437647,0.401211765,0.394282353,19.15668235,24.06750588,4.858823529,4.8,3.847058824,3.917647059,4.011764706,6.152941176,4.811764706
E07000203,Mid Suffolk,284360.5089,13.38821429,0.072089286,0.058339286,16.37623214,-0.854482143,-0.609428571,28.62073214,22.05721429,7.267857143,7.446428571,5.839285714,8.589285714,7.75,4,5.321428571
E07000207,Elmbridge,695757.0988,8.006716049,0.057148148,0.042111111,7.077234568,-1.459641975,-0.212740741,19.82076543,13.09140741,8.148148148,8.543209877,8.481481481,9.432098765,6.37037037,5.938271605,7.012345679
E07000208,Epsom and Ewell,502242.7045,8.441204545,0.054045455,0.044681818,8.065681818,-1.148545455,-0.089363636,20.54438636,13.41745455,8.340909091,8.568181818,8.136363636,9.113636364,5.886363636,5.590909091,6.909090909
E07000209,Guildford,512103.061,9.723202381,0.058952381,0.047130952,11.56966667,-0.957202381,-0.486202381,22.99035714,14.58847619,8.035714286,8.297619048,7.476190476,8.452380952,7.30952381,5.047619048,6.75
E07000210,Mole Valley,539077.3148,9.139111111,0.053018519,0.048740741,8.519611111,-0.872407407,-0.507611111,23.19259259,15.9572037,8.259259259,8.12962963,7.981481481,8.555555556,7.5,5.185185185,6.462962963
E07000211,Reigate and Banstead,466894.9186,11.37913953,0.06755814,0.054918605,12.24343023,-0.657546512,-0.206093023,23.05465116,16.33896512,7.662790698,7.802325581,7.139534884,7.837209302,6.313953488,5.058139535,6.151162791
E07000212,Runnymede,447272.8365,12.26217308,0.066557692,0.0495,13.82496154,-0.750096154,-0.090211538,27.52773077,18.75926923,7.519230769,8.019230769,6.634615385,8.096153846,5.961538462,3.653846154,5.538461538
E07000213,Spelthorne,396292.5,14.863,0.0785,0.06045,18.08275,-0.561866667,0.061166667,26.76418333,23.89071667,6.933333333,7.233333333,5.683333333,7.683333333,5.216666667,3.75,4.466666667
E07000214,Surrey Heath,447830,7.960890909,0.052872727,0.043109091,9.621072727,-0.955145455,-0.659418182,21.78614545,9.883981818,8.290909091,8.545454545,7.8,8.581818182,7.963636364,5.2,7.909090909
E07000215,Tandridge,477217,12.05962,0.06328,0.05346,12.72202,-0.63274,0.1285,24.0824,17.33028,7.62,7.62,6.78,7.8,4.96,4.92,6.04
E07000216,Waverley,512434.7561,7.616134146,0.055109756,0.048780488,7.743841463,-0.9055,-0.735707317,19.53458537,9.542195122,8.195121951,8.182926829,8.256097561,8.56097561,8.195121951,6.109756098,8.134146341
E07000217,Woking,474101.2712,10.5652623,0.066,0.053590164,9.969704918,-0.656918033,-0.254622951,23.47603279,12.92442623,7.737704918,7.852459016,7.68852459,7.836065574,6.540983607,4.704918033,7.229508197
E07000218,North Warwickshire,212309.4737,17.99305263,0.097,0.080289474,25.64352632,-0.095473684,-0.046526316,21.41078947,22.54052632,6.184210526,6.078947368,4.447368421,5.921052632,5.763157895,5.684210526,4.868421053
E07000219,Nuneaton and Bedworth,177159.1667,22.8827037,0.131493827,0.109851852,29.14459259,0.263123457,0.26154321,17.38067901,18.36690123,5.209876543,4.679012346,4.185185185,4.432098765,4.469135802,6.641975309,5.962962963
E07000220,Rugby,241383.8115,13.90731148,0.085868852,0.06847541,15.34509836,-0.374737705,-0.067278689,20.48083607,16.7997541,6.737704918,6.836065574,6.459016393,6.967213115,5.786885246,5.93442623,6.163934426
E07000221,Stratford-on-Avon,336930,11.74739726,0.069246575,0.056191781,9.425013699,-0.586753425,-0.509013699,24.97013699,22.3069863,7.465753425,7.671232877,7.712328767,7.684931507,7.520547945,4.657534247,5.178082192
E07000222,Warwick,323184.4477,12.06555814,0.071837209,0.058593023,9.802906977,-0.310034884,-0.195813953,20.6009186,17.58222093,7.430232558,7.476744186,7.790697674,6.674418605,6.302325581,5.813953488,6.139534884
E07000223,Adur,317408.0595,17.70935714,0.108047619,0.088690476,26.4302619,-0.036833333,-0.383690476,17.51538095,20.53930952,5.666666667,5.595238095,4.30952381,5.571428571,6.976190476,6.642857143,5.166666667
E07000224,Arun,303134.6543,18.65373404,0.103744681,0.086914894,24.6315,0.138053191,-0.259446809,24.52711702,14.3572766,5.893617021,5.574468085,4.606382979,4.968085106,6.521276596,4.446808511,6.946808511
E07000225,Chichester,428284.9643,14.13747887,0.07828169,0.062492958,14.8155493,-0.443380282,-0.654619718,25.74235211,25.12523944,6.985915493,7.154929577,6.478873239,7.14084507,7.943661972,4.521126761,5.042253521
E07000226,Crawley,291213.0769,19.03369697,0.110045455,0.078181818,28.14924242,-0.063681818,0.051469697,26.54431818,14.45601515,5.439393939,5.96969697,3.893939394,5.590909091,5.196969697,3.787878788,6.696969697
E07000227,Horsham,412094.284,9.571308642,0.054271605,0.049333333,9.318925926,-0.902222222,-0.763469136,24.94817284,16.64976543,8.234567901,8.209876543,7.654320988,8.580246914,8.37037037,4.654320988,6.839506173
E07000228,Mid Sussex,400658.2326,7.737162791,0.053360465,0.046034884,10.43389535,-1.215255814,-0.685767442,19.67886047,11.95297674,8.290697674,8.372093023,7.488372093,9.313953488,8,5.976744186,7.651162791
E07000229,Worthing,305570.7692,16.76829231,0.099523077,0.0876,18.50321538,-0.094307692,-0.423876923,15.97807692,27.19061538,6.123076923,5.615384615,5.723076923,5.8,7.184615385,7.046153846,4.107692308
E07000234,Bromsgrove,306516.5517,11.62417241,0.071517241,0.06337931,10.83855172,-0.478241379,-0.142758621,19.30005172,12.26717241,7.517241379,7.206896552,7.413793103,7.24137931,5.982758621,6.086206897,7.431034483
E07000235,Malvern Hills,293700.2778,16.12262222,0.093533333,0.081022222,12.17951111,-0.563688889,-0.416933333,26.7896,26.71588889,6.488888889,6.2,7.4,7.666666667,7.266666667,4.4,4.555555556
E07000236,Redditch,205225.4091,22.39045455,0.122363636,0.098,27.9252,0.373654545,-0.078927273,29.74736364,8.247709091,5.672727273,5.436363636,4.309090909,4.127272727,5.818181818,3.236363636,8.454545455
E07000237,Worcester,205099.381,21.26171429,0.120190476,0.095507937,21.3477619,0.074968254,0.109095238,20.10322222,26.69920635,5.761904762,5.761904762,6.095238095,5.253968254,5.253968254,5.650793651,4.666666667
E07000238,Wychavon,284880.2244,15.68716667,0.084448718,0.072525641,17.30896154,-0.555012821,-0.343641026,27.73134615,22.46042308,6.794871795,6.628205128,6.115384615,7.564102564,6.871794872,4.051282051,5.064102564
E07000239,Wyre Forest,196422.3077,21.4184,0.121507692,0.102153846,24.69513846,-0.089215385,0.029476923,23.6646,22.93756923,5.615384615,5.138461538,4.815384615,5.8,5.4,4.953846154,5.184615385
E07000240,St Albans,595128.5172,8.335448276,0.059356322,0.048218391,4.976758621,-1.314241379,-0.259586207,22.24156322,11.22070115,7.965517241,8.149425287,8.793103448,9.287356322,6.482758621,5.114942529,7.620689655
E07000241,Welwyn Hatfield,428919.2424,13.99989552,0.086134328,0.064298507,15.86640299,-0.462597015,-0.148119403,25.26759701,12.51347761,6.537313433,7.044776119,6.208955224,7.134328358,6,4.388059701,7.253731343
E07000242,East Hertfordshire,444382.0783,8.353107143,0.060142857,0.048916667,8.890547619,-1.403345238,-0.424535714,20.36742857,11.18383333,7.988095238,8.25,7.80952381,9.380952381,7.142857143,5.988095238,7.654761905
E07000243,Stevenage,283544.7115,19.67153846,0.122192308,0.095192308,25.49361538,-0.086923077,0.144538462,24.10625,11.47228846,4.903846154,5,4.057692308,5.788461538,4.807692308,4.596153846,7.346153846
E07000244,East Suffolk,249016.5925,20.11997945,0.115130137,0.099431507,25.24981507,-0.086945205,-0.379958904,19.47169178,22.68490411,5.842465753,5.479452055,4.760273973,5.890410959,6.910958904,6.294520548,5.554794521
E07000245,West Suffolk,260166.375,16.08437,0.08119,0.06674,22.91802,-0.30101,-0.31616,31.00345,14.04747,6.77,6.94,4.87,6.59,6.68,3.24,7.1
E07000246,Somerset West and Taunton,236409.4034,19.51693182,0.105522727,0.090579545,19.44677273,-0.036352273,-0.216488636,25.29523864,25.19293182,5.920454545,5.579545455,5.670454545,5.636363636,6.386363636,4.488636364,5.181818182
E08000001,Bolton,141310.5289,30.14746893,0.18179096,0.139711864,25.84628814,0.582740113,0.686265537,14.12372881,25.32548588,4.237288136,3.97740113,4.751412429,3.435028249,3.282485876,7.638418079,4.751412429
E08000002,Bury,183670.8403,23.25038333,0.141808333,0.120091667,18.31905,0.296483333,0.409741667,14.99895,21.33681667,5.083333333,4.516666667,5.841666667,4.475,4,7.383333333,5.441666667
E08000003,Manchester,187192.5541,39.98703901,0.2185,0.151943262,28.11960284,1.203134752,1.198223404,25.56687943,31.62942908,3.315602837,3.695035461,4.379432624,1.858156028,1.762411348,3.943262411,3.528368794
E08000004,Oldham,141497.056,32.28707801,0.186304965,0.142021277,34.11052482,0.649617021,0.850056738,11.76369504,27.14382979,4.113475177,3.836879433,3.879432624,3.226950355,2.695035461,8.390070922,4.028368794
E08000005,Rochdale,139813.2137,33.30633582,0.193134328,0.152395522,29.92368657,0.823119403,0.913462687,18.03522388,18.84559701,3.791044776,3.425373134,4.111940299,2.656716418,2.298507463,6.395522388,5.828358209
E08000006,Salford,174868.0938,33.998,0.190513333,0.14988,30.48011333,0.991126667,0.673046667,18.67464667,24.06784,3.953333333,3.7,4.153333333,2.406666667,3.126666667,6.206666667,4.746666667
E08000007,Stockport,250928.7474,20.29491579,0.116873684,0.099347368,17.3132,0.334678947,0.318126316,13.68448947,19.48251579,5.921052632,5.536842105,6.515789474,4.442105263,4.226315789,7.789473684,5.784210526
E08000008,Tameside,151743.5993,30.81689362,0.171801418,0.139921986,28.69711348,0.839950355,0.703836879,15.46566667,24.34547518,3.985815603,3.624113475,4.092198582,2.574468085,2.886524823,7.283687943,4.723404255
E08000009,Trafford,319771.7044,15.91252899,0.105478261,0.08784058,10.55542754,-0.077528986,-0.066485507,13.71786232,20.90465217,6.362318841,6.050724638,7.630434783,5.789855072,5.804347826,7.782608696,5.297101449
E08000010,Wigan,141283.632,25.528415,0.146605,0.12928,26.459195,0.616455,0.37547,12.792815,13.454545,4.98,4.195,4.78,3.385,4.295,8.05,7.17
E08000011,Knowsley,137176.9845,43.56243878,0.254765306,0.206040816,42.51464286,1.397346939,0.213602041,18.28878571,27.98240816,2.87755102,2.469387755,2.969387755,1.642857143,4.62244898,6.326530612,3.795918367
E08000012,Liverpool,140753.4113,42.51792282,0.236234899,0.185620805,33.49872148,1.343332215,0.583644295,14.63989597,41.86175839,3.167785235,2.956375839,3.963087248,1.825503356,3.406040268,7.506711409,2.466442953
E08000013,St. Helens,137625.5217,31.51314286,0.181117647,0.163361345,27.75921849,1.070966387,0.188478992,12.51921008,18.38640336,4.226890756,3.277310924,4.705882353,2.193277311,4.789915966,8.134453782,5.848739496
E08000014,Sefton,178534.7074,27.28136508,0.163222222,0.145037037,20.82059788,0.761460317,-0.069608466,10.89513757,24.5500582,4.619047619,3.915343915,5.576719577,3.08994709,5.862433862,8.582010582,4.878306878
E08000015,Wirral,177331.8634,29.43321359,0.173645631,0.15265534,21.35804854,0.960995146,-0.064203883,10.37463592,27.05274272,4.660194175,3.912621359,5.883495146,2.776699029,5.699029126,8.72815534,4.247572816
E08000016,Barnsley,137291.4966,30.06089116,0.170040816,0.150034014,37.20742857,0.843292517,0.509734694,10.61472789,8.240503401,4.020408163,3.387755102,3.414965986,2.585034014,3.585034014,8.693877551,8.523809524
E08000017,Doncaster,135005.8639,30.09835567,0.16457732,0.136778351,39.45886598,0.670314433,0.690123711,16.00698454,13.05445876,4.268041237,3.726804124,3.484536082,3.025773196,3.12371134,7.201030928,7.226804124
E08000018,Rotherham,138005.7861,29.34747305,0.166802395,0.143137725,33.07543114,0.818323353,0.441886228,12.89894611,14.22446108,4.353293413,3.688622754,4.023952096,2.628742515,3.814371257,8.017964072,6.868263473
E08000019,Sheffield,176712.216,26.95375362,0.156342029,0.123889855,29.04570725,0.462915942,0.387762319,16.61793333,20.12896812,5.008695652,4.846376812,4.901449275,3.872463768,4.165217391,6.860869565,5.591304348
E08000021,Newcastle upon Tyne,164807.0671,29.84830286,0.180897143,0.139748571,28.31299429,0.80584,0.451302857,17.11686286,11.22567429,4.525714286,4.52,4.828571429,2.971428571,3.971428571,6.691428571,7.651428571
E08000022,North Tyneside,168399.1923,22.11335115,0.142931298,0.119801527,20.525,0.426045802,0.150389313,15.04729771,5.938007634,5.038167939,4.580152672,5.595419847,3.923664122,5.083969466,7.312977099,9.022900763
E08000023,South Tyneside,133702.4167,31.53848039,0.205813725,0.170794118,27.38826471,0.86622549,0.334137255,15.86973529,4.701039216,3.323529412,2.794117647,4.401960784,2.480392157,4.215686275,7.117647059,9.323529412
E08000024,Sunderland,123096.1657,30.63548649,0.193048649,0.161524324,30.62403243,0.825081081,0.391356757,13.28854595,4.409621622,3.648648649,3.07027027,4.021621622,2.589189189,4.12972973,7.891891892,9.356756757
E08000025,Birmingham,195776.9958,37.60826291,0.218200313,0.155616588,31.34388889,0.669486698,0.340893584,31.18158842,40.60270892,3.228482003,3.3114241,4.090766823,3.03286385,4.129890454,2.743348983,2.23943662
E08000026,Coventry,194904.0904,25.35287692,0.153835897,0.10885641,24.93694359,0.342723077,0.069835897,20.54824103,31.5102359,4.733333333,4.98974359,4.769230769,4.215384615,5.194871795,5.58974359,3.430769231
E08000027,Dudley,181776.3775,23.29091045,0.150587065,0.118502488,27.41008955,0.263577114,-0.159303483,12.57530348,23.69953234,4.791044776,4.492537313,4.567164179,4.407960199,6.054726368,8.184079602,4.791044776
E08000028,Sandwell,152514.0922,34.87560753,0.214274194,0.151005376,37.01766667,0.705612903,0.282612903,20.67991398,37.32296774,2.844086022,3.069892473,3.059139785,2.790322581,4.327956989,5.446236559,2.430107527
E08000029,Solihull,301732.7932,17.75452985,0.110649254,0.091164179,18.82329104,-0.230955224,-0.130723881,21.39364925,13.35897761,6.395522388,6.231343284,6.291044776,6.380597015,5.947761194,5.373134328,7.089552239
E08000030,Walsall,168317.7395,30.70813772,0.194179641,0.138287425,36.92828743,0.539233533,0.139377246,17.91661677,26.33582635,3.74251497,3.730538922,3.580838323,3.479041916,4.850299401,6.407185629,4.125748503
E08000031,Wolverhampton,156531.2418,31.51603797,0.207240506,0.151246835,31.11489873,0.596841772,0.034575949,20.41961392,26.08493038,3.215189873,3.094936709,3.886075949,3.14556962,5.329113924,5.569620253,4.170886076
E08000032,Bradford,142942.8917,33.88911935,0.184154839,0.134077419,36.1535871,0.615522581,0.907564516,16.24304839,35.74856452,4.080645161,4.074193548,3.835483871,3.312903226,2.674193548,6.951612903,3.229032258
E08000033,Calderdale,147625.4365,26.73428125,0.151515625,0.119054688,21.88883594,0.2910625,0.577695313,13.05660156,37.8130625,4.8671875,4.578125,5.4921875,4.4453125,3.40625,8,2.75
E08000034,Kirklees,157880.5593,24.8680888,0.141764479,0.112243243,24.92205019,0.159656371,0.478073359,18.11359073,30.54753282,4.972972973,4.776061776,4.965250965,4.884169884,3.741312741,6.370656371,3.613899614
E08000035,Leeds,192766.9078,27.243361,0.144060166,0.11110166,26.24549378,0.408365145,0.657726141,15.23154149,34.16101245,5.282157676,5.197095436,5.199170124,4.085062241,3.491701245,7.300829876,3.39626556
E08000036,Wakefield,153866.756,27.23937321,0.146449761,0.13130622,35.70502871,0.54362201,0.513253589,15.62204306,14.21382297,4.674641148,3.980861244,3.698564593,3.492822967,3.655502392,7.177033493,6.909090909
E08000037,Gateshead,138778.6364,28.03184127,0.166333333,0.137380952,26.78126984,0.818666667,0.333801587,17.59645238,10.9001746,4.206349206,3.761904762,4.642857143,2.706349206,4.26984127,6.476190476,7.746031746
E09000001,City of London,918000,14.805,0.062666667,0.050833333,5.3635,-0.6705,-1.660833333,36.27133333,40.37016667,8,7.833333333,8.833333333,7.833333333,9.833333333,1.833333333,2.333333333
E09000002,Barking and Dagenham,317051.1776,32.88347273,0.194218182,0.118963636,25.84250909,0.223418182,0.537709091,45.86668182,28.92366364,2.863636364,3.790909091,3.836363636,4.454545455,3.3,1.081818182,3.5
E09000003,Barnet,615684.9221,15.95362559,0.109184834,0.071971564,7.736260664,-1.08642654,0.078649289,30.94788626,24.32018483,5.701421801,6.568720379,8.109004739,8.890995261,5.17535545,2.890995261,4.407582938
E09000004,Bexley,367467.4824,15.88236301,0.102246575,0.074910959,18.28168493,-0.574342466,-0.146773973,25.44600685,19.67863014,6.164383562,6.506849315,5.321917808,7.719178082,6.116438356,4.301369863,5.342465753
E09000005,Brent,549396.627,25.19985549,0.154023121,0.096578035,14.79749133,-0.45933526,0.421317919,42.39563584,28.43498266,4.005780347,5.167630058,6.167630058,7.323699422,3.849710983,1.283236994,3.653179191
E09000006,Bromley,471408.0179,13.9694467,0.08971066,0.066324873,10.51175127,-0.910467005,-0.041695431,27.5841066,18.18629442,6.771573604,7.137055838,7.497461929,8.52284264,5.695431472,3.532994924,5.766497462
E09000007,Camden,864785.0676,19.98105263,0.139977444,0.091601504,10.40277444,-0.570203008,0.321338346,21.55116541,33.2872406,4.857142857,5.601503759,7.390977444,7.142857143,4.353383459,5.090225564,2.939849624
E09000008,Croydon,396285.5802,21.95730455,0.133836364,0.090177273,15.44486818,-0.18925,0.2513,33.52106818,25.29481818,4.922727273,5.554545455,6.181818182,6.177272727,4.513636364,2.322727273,4.413636364
E09000009,Ealing,525261.1796,22.5527398,0.139989796,0.092035714,12.27042347,-0.329331633,0.234581633,36.19280612,30.21660204,4.596938776,5.43877551,6.852040816,6.780612245,4.571428571,2.051020408,3.270408163
E09000010,Enfield,456761.7887,25.40344809,0.168,0.101513661,19.87893443,-0.54379235,0.188956284,39.35662842,27.23888525,3.912568306,4.945355191,5.420765027,7.519125683,4.721311475,1.644808743,3.857923497
E09000011,Greenwich,429637.6791,24.27517881,0.156549669,0.103039735,15.44686093,-0.028390728,0.469794702,32.10724503,24.67722517,4.092715232,4.80794702,6.052980132,5.523178808,3.57615894,2.61589404,4.377483444
E09000012,Hackney,578691.0478,32.86820139,0.198451389,0.118993056,15.13746528,0.393604167,0.628722222,42.66304167,35.49564583,2.958333333,4.006944444,6.270833333,3.854166667,3.104166667,1.069444444,2.625
E09000013,Hammersmith and Fulham,784966.8713,22.32622124,0.142300885,0.095504425,8.11980531,-0.047840708,0.352168142,28.11230088,35.06343363,4.690265487,5.407079646,8,5.592920354,4.017699115,3.309734513,2.539823009
E09000014,Haringey,580860.3281,27.5872,0.168289655,0.106462069,17.0595931,-0.135296552,0.716462069,34.69376552,34.15267586,3.95862069,4.765517241,6.013793103,5.917241379,2.827586207,2.020689655,2.689655172
E09000015,Harrow,495424.3071,14.86088321,0.107489051,0.066072993,8.100941606,-1.042875912,-0.156343066,33.65657664,18.73408029,5.627737226,6.883211679,7.927007299,9.02919708,6.211678832,2.226277372,5.540145985
E09000016,Havering,393348.8267,16.35052,0.10468,0.076113333,22.33428,-0.55384,0.102806667,22.44651333,16.55386,5.973333333,6.373333333,4.693333333,7.58,5.16,5.013333333,6.113333333
E09000017,Hillingdon,452830.35,17.83932919,0.112254658,0.075080745,16.02716149,-0.388875776,0.210869565,29.01209938,19.71121118,5.565217391,6.316770186,6.02484472,6.98757764,4.714285714,3.354037267,5.372670807
E09000018,Hounslow,465101.7897,21.37171127,0.128521127,0.080204225,13.43126761,-0.274676056,0.363887324,34.81816901,29.40974648,4.823943662,5.908450704,6.690140845,6.542253521,4,2.049295775,3.478873239
E09000019,Islington,632599.3696,27.70604065,0.180422764,0.115373984,12.48978049,0.286934959,0.61798374,28.00430894,35.13756911,3.406504065,4.170731707,6.764227642,4.333333333,3.024390244,3.170731707,2.577235772
E09000020,Kensington and Chelsea,1381305.978,22.01930097,0.121116505,0.083485437,5.418097087,-1.207980583,0.345466019,36.07478641,41.96687379,6.058252427,6.466019417,8.747572816,8.087378641,4.145631068,1.796116505,1.766990291
E09000021,Kingston upon Thames,539824.5825,11.3032449,0.078071429,0.054010204,6.990132653,-0.960265306,-0.346469388,24.63904082,24.27886735,7.040816327,7.826530612,8.306122449,8.775510204,6.928571429,4.224489796,4.408163265
